RP-Ap32;ratIgG(H+L)	Rb(pS807;pS811);Rb(pS807);Rb(pS811)	H3(pS10)	E2F-1	FOXO1a	c-Myc	Actin	p53;mouseIgG(H+L)/goat	p21	p27Kip1	S6(pS235;pS236)	H2A.X(pS139)	Cyclin-E1	HCSCellMaskDeepRedReagent	FOXO3a;rabbitIgG(H+L)/goat/highlycross-adsorbed	ERK-1(pT202;pY204);ERK-1(pT202);ERK-2(pT185;pY187);ERK-2(pT185)	Cyclin-D1	KI-67	EGFR	PCNA	MitoTrackerGreenReagent
Dasatinib_3.1623_48hr	1615.06766402116	210.443867724868	207.436367724868	625.882214285714	2230.27191534392	215.211166666667	2347.28335185185	959.916407407407	384.583732804233	1320.68658994709	225.584698412698	186.653018518519	215.934291005291	10415.9491190476	880.915574074074	355.667182539683	390.491941798942	499.151238095238	406.546092592593	1529.93467724868	14980.3227830688
Palbociclib_10_48hr	3723.10602509653	245.625052123552	155.28786969112	811.878988416988	1199.46877316602	205.889742277992	817.651562741313	855.963662162162	446.11744980695	266.86272007722	341.992261583012	164.92347007722	267.834305019305	5997.63216891892	410.111295366795	429.564124517375	590.465115830116	564.346521235521	565.870621621622	1166.57430212355	8316.7432992278
Palbociclib_0.1_48hr	3208.85231663327	1109.74322845691	200.803154308617	720.908749498998	1177.68207915832	207.629018036072	865.740165330661	1036.60551102204	639.557314629258	271.920603206413	409.704221442886	197.74921743487	257.837933867735	5363.71101803607	374.311503006012	410.230057114228	655.742310621242	1047.74375951904	619.714008016032	1851.12792284569	8362.15555310621
Paclitaxel_0.0031623_48hr	3846.46008189655	987.043168103448	443.248483836207	689.034087284483	1095.99916810345	177.401731681034	1089.87947737069	3136.68753340517	1131.47389547414	295.318506465517	333.911793103448	214.507105603448	195.990270474138	5938.10308081897	442.337825431035	380.19724137931	462.092186422414	1487.71176831897	534.504440732759	1678.66528556034	8689.05918534483
Etoposide_0.031623_48hr	3214.2558739726	1506.54688219178	293.178910273973	642.769106849315	989.09884109589	210.222745890411	819.430473287671	1307.53358835616	492.945801369863	264.813255479452	401.080668493151	206.928084246575	202.783689726027	5510.6820130137	343.236407534247	353.901306164384	439.046310273973	2313.58945068493	610.994692465753	2169.30463767123	8346.82498767123
Etoposide_3.1623_48hr	3104.29263278689	1969.55095737705	164.582737704918	783.980919672131	1079.01323934426	203.380372131148	859.580481967213	2715.28051639344	2094.7908295082	300.121921311475	247.514775409836	665.221121311475	217.285668852459	6260.19692459016	424.065719672131	443.877814754098	514.039706557377	1231.62604262295	439.417595081967	3081.73169672131	9005.56261311475
Vorinostat_1_48hr	3454.23680148423	780.963910018553	163.917172541744	697.889226345083	569.289168831169	165.531710575139	447.397857142857	733.713998144712	721.582956400742	241.300947124304	174.402658627087	181.904442486085	224.817566790353	3374.6450528757	278.222956400742	243.302667903525	386.182833951763	521.485248608534	242.491947124304	1165.41442671614	4313.46203246753
Alpelisib_0.01_48hr	2644.77938739431	1265.87312375096	277.710911606457	486.197740968486	879.242319754035	196.439279784781	706.513946963874	1059.08092697925	394.242977709454	240.878133743274	293.961704842429	180.244049192929	186.844639508071	5107.59581245196	344.216943120676	376.139454265949	389.21760876249	1572.96241583397	520.034716372022	1671.1565895465	7888.4656848578
Alpelisib_10_48hr	3584.22526805252	571.473730853392	180.294450765864	591.014582056893	570.813652078775	150.611897155361	640.040187089716	1118.36846498906	329.634831509847	226.377761487965	164.086814004376	159.790207877462	164.572440919037	3644.88158315098	587.534359956236	263.411583150985	273.597143326039	576.190718818381	211.343236323851	723.458095185996	6671.82691575492
Palbociclib_0.31623_48hr	4047.21054537037	873.719175	198.081976851852	723.663942592593	953.280134259259	195.032151851852	594.524543518518	1093.05300277778	631.570727777778	250.269905555556	348.110189814815	176.631919444444	254.349844444444	4985.63210185185	357.701386111111	398.234076851852	614.658586111111	964.9339	497.913888888889	1385.34773333333	7915.95207592593
Neratinib_0.0032_48hr	1147.98895565553	718.174695372751	280.279485218509	406.751723650386	1170.20410025707	231.223661953728	838.066064267352	646.488192159383	291.625329691517	259.46486503856	574.72522622108	182.371505784062	192.33089781491	5801.59592544987	337.97944344473	373.928972365039	389.449273136247	1179.1553933162	818.607235218509	1558.99639395887	8736.80975578406
Vorinostat_3.1623_48hr	3837.25704935622	365.499986051502	165.08018776824	837.729619098712	616.203247854077	152.240381974249	483.599315450644	653.830524678112	1410.89905150215	299.452579399142	176.46633583691	179.953740343348	236.0129527897	3719.22345171674	310.362106223176	227.533536480687	337.496493562232	611.260896995708	220.072623390558	1260.31972532189	4824.45174034335
Dasatinib_0.31623_48hr	3181.32198015267	629.178920610687	246.467148091603	734.410065648855	1768.27715114504	203.991726717557	1331.96893129771	1466.13036335878	499.219201526718	644.482764885496	457.383741984733	192.001641221374	204.325746564885	8108.12342290076	846.828876335878	430.103467175573	473.287232061069	1040.23304580153	652.415635114504	1654.41934503817	11497.3285740458
Dasatinib_0.01_48hr	3105.99690020094	1427.45985733423	293.258687876758	621.924068318821	921.081448091092	195.25526925653	671.201989283322	1225.25474882786	422.466884125921	264.413474212994	373.281511721366	187.289352980576	189.435153382451	5300.4379651708	367.303975217683	357.223998660415	385.288872739451	2134.19359812458	528.617770261219	1820.36885264568	8145.42259410583
Paclitaxel_0.01_48hr	2275.87566308244	651.318702508961	1065.08933154122	670.455831541219	1605.81478673835	197.167720430108	1347.2537437276	2459.0818297491	910.663684587814	383.088989247312	615.252188172043	362.163492831541	194.77591218638	8964.52956451613	634.962480286738	462.180605734767	496.166989247312	1599.0311344086	914.095636200717	1403.00685663082	12623.7827383513
Palbociclib_0.01_48hr	4082.38689576271	1447.46887033898	323.767054237288	663.045340677966	753.087931355932	172.07913559322	664.486377118644	1171.65323050847	461.707663559322	243.687247457627	232.391616949153	190.593292372881	176.375622033898	5113.47402627119	339.081427966102	369.905666949153	388.537344915254	1218.67532711864	401.483777118644	1250.66175677966	6858.49469067797
Neratinib_1_48hr	3674.74772029703	175.104101485149	166.793441831683	527.83702970297	470.97461509901	135.977587871287	541.057673267327	1092.42498143564	396.32303960396	312.599418316832	151.812690594059	160.337111386139	148.106951732673	3543.10111509901	577.063001237624	212.977778465347	202.157308168317	333.060831683168	187.634863861386	401.98721039604	7031.85906683168
Trametinib_0.1_48hr	4192.14599777531	167.347313681869	145.88252057842	688.799469410456	528.57993214683	143.074670745273	530.120156840934	1019.42084427141	536.402536151279	376.008212458287	154.259065628476	154.098385984427	161.468961067853	3590.86136929922	386.543378197998	193.991612903226	206.285963292547	396.489755283648	203.649088987764	653.374737486096	6383.11991879866
Vorinostat_10_48hr	1234.04679450072	159.566995658466	148.196465991317	403.664279305355	607.430041968162	137.380738060781	508.627089725036	441.161321273517	1007.14445151954	358.990933429812	153.123735166425	169.260489146165	213.345596237337	3495.99232706223	345.524499276411	213.138645441389	239.2462170767	317.179534008683	191.326712011577	1163.50652532562	5885.58941534009
Alpelisib_0.1_48hr	3754.92310262935	1312.72058015267	277.480201017812	606.872598812553	753.951225614928	170.91480322307	589.043121289228	1097.2968235793	426.498328244275	231.37128668363	268.34156403732	166.591745547074	170.077648854962	4452.6431509754	346.174107718405	392.196147582697	372.559072943172	1653.9953562341	399.26893129771	1180.26204834606	8090.12718405428
Etoposide_0.31623_48hr	4016.25121414343	1007.89406075697	209.872328685259	673.636701195219	871.563385458167	175.587349601594	664.91478685259	1833.66799601594	990.498003984064	232.504698207171	335.074054780877	185.091226095618	188.937493027888	5125.68203286853	354.815647410359	431.095907370518	488.712755976096	1631.20074601594	461.951861553785	1349.97621414343	8299.16318027889
Trametinib_0.031623_48hr	3490.0029002849	159.780341880342	143.119641025641	591.078429249763	445.70964957265	137.34613960114	489.941732193732	1009.45855650522	511.194518518519	335.897498575499	155.011541310541	149.95964957265	152.14975308642	2657.12581766382	350.187260208927	191.596525166192	200.069654320988	369.444396961064	188.363808167142	470.44305982906	5232.1204045584
Neratinib_0.1_48hr	3633.74902354145	372.466451381781	148.827009211873	625.501389969294	481.697339815763	149.15212691914	576.338051177073	1184.2988024565	329.565843398158	265.480875127943	153.350703172979	155.658388945752	158.393933469806	3833.55164994882	446.638386898669	245.006949846469	272.872421699079	351.316368474923	195.156096212897	559.514084953941	6746.14772671443
Paclitaxel_0.00032_48hr	3221.60286792453	1333.54867514356	322.905794093519	598.541027891715	731.355938474159	182.432470057424	561.940214930271	1156.35298195242	442.983552091879	233.500952420016	331.163203445447	168.334101722724	175.547669401148	5471.54302707137	361.349333059885	379.867056603774	386.474114848236	1745.33636669401	464.371498769483	1301.00286136177	7809.6432411813
Etoposide_10_48hr	3515.9397	787.046819565217	151.88947173913	708.522536956522	508.682334782609	144.999843478261	616.41225	3184.87404130435	2067.23647173913	229.259289130435	175.170989130435	432.523258695652	160.482056521739	3948.00871086957	385.085765217391	416.218586956522	377.38072826087	373.342636956522	241.298558695652	785.979504347826	5829.91775
Palbociclib_1_48hr	3687.40835654596	518.454814763231	157.581862116992	685.378147632312	748.634428969359	166.443366295265	529.651811977716	969.2661545961	602.164066852368	238.585097493036	242.422961002786	155.335798050139	203.254231197772	4808.94434261838	366.515586350975	398.75545821727	546.546930362117	442.857600278552	364.654247910863	701.489562674095	6677.28273119777
Dasatinib_10_48hr	3571.77801666667	253.2124375	197.082833333333	708.803866666667	1070.04365	154.9885375	1431.82254583333	1827.10404583333	626.295775	1288.34245416667	169.3854625	175.9725	159.123966666667	7977.48044166667	1330.91240416667	384.571208333333	317.17505	453.64525	277.282954166667	669.275983333333	14416.697825
Paclitaxel_0.1_48hr	2784.70489256198	697.870119834711	2263.17394628099	425.295223140496	639.781698347107	150.023904958678	1269.48240495868	2501.18437603306	676.539818181818	288.418768595041	297.38226446281	203.017991735537	150.647198347107	5522.82550413223	746.982347107438	433.213723140496	428.871871900826	1090.20910330579	339.677900826446	395.995384297521	13101.9586487603
Vorinostat_0.01_48hr	4077.25035814361	1167.11628896673	245.387922942207	599.965180385289	678.366741681261	158.605184763573	500.283164623468	1117.83180910683	428.717414185639	214.269825744308	220.980827495622	160.281051663748	163.785301225919	4194.1714150613	342.612400175131	390.22184150613	338.452185639229	1078.89681260946	346.630246059545	849.93565061296	6664.71654115587
Vorinostat_0.31623_48hr	4030.31569690265	1194.21794137168	381.318634955752	665.086941371681	586.794389380531	154.819701327434	484.133884955752	952.755456858407	517.778556415929	211.991543141593	224.431642699115	164.33378539823	166.004077433628	3582.43226216814	321.137235619469	355.992819690265	344.84601659292	1138.25119026549	300.298212389381	814.785665929204	6483.15633517699
Dasatinib_0.031623_48hr	2129.99284583579	653.437314825753	221.822390431187	339.279405788541	392.951812758417	137.36922268163	412.121965741288	818.702943295924	284.34764500886	193.409871234495	183.066266981689	150.52574483166	145.635390431187	1817.60975900768	299.854480803308	287.971272297696	253.128112817484	598.851819846426	221.287222090963	395.363841701122	3861.02898877732
Paclitaxel_0.031623_48hr	697.540563502674	247.303032754011	488.016337566845	213.813651069519	256.492045454545	131.38874197861	388.318879010695	626.612084224599	268.496564171123	168.986706550802	168.063322860963	158.741156417112	142.428000668449	1396.80076537433	271.35580013369	226.356411096257	220.403694518717	356.334952540107	193.222863636364	214.268569518717	2593.18165775401
Paclitaxel_0.001_48hr	3470.45865630713	1199.85849177331	402.241665447898	647.793410420475	710.474091407678	167.564300731261	572.339284277879	1561.52868647166	534.080205667276	243.636450639854	265.974814442413	170.958425959781	167.209148080439	4891.86980164534	369.434492687386	364.885178244973	383.16518738574	1397.79622760512	367.18058226691	1094.49135100548	8240.84589488117
Dasatinib_0.1_72hr	1301.72836545455	317.677666666667	168.002963636364	347.966528484848	1308.9490969697	140.94104969697	2426.21867757576	722.824032727273	211.919489090909	205.993027272727	554.49455030303	153.632491515152	151.281382424242	6018.92899878788	690.404584242424	424.853399393939	273.083871515152	514.692395151515	665.785386666667	514.059329090909	7507.68679515152
Neratinib_0.01_72hr	691.041902342562	310.799961667174	145.470643748099	190.774553087922	756.161973836325	133.447660176453	905.259753878917	477.851512321266	172.854226650441	154.568999087314	1354.14588804381	147.503674779434	145.199284758138	2132.97450958321	342.084165500456	360.236504715546	206.285335564344	548.207808335869	1160.62524764223	587.917661089139	3983.36792789778
Dasatinib_1_72hr	938.283438472419	222.895906647808	160.624633663366	209.204057991513	1536.0975417256	137.425896746818	4180.98891513437	1152.97739886846	179.389743988685	242.662579915134	355.834151343706	152.578161244696	147.640618104668	5955.01158132956	1041.14240452617	486.879097595474	280.851056577086	374.925978783593	450.164958981612	478.817289957567	10848.0470594059
Etoposide_0.1_72hr	572.200244478884	209.073598605192	136.031990313832	175.120481208834	644.727855094924	128.442616427741	1288.95576675707	607.953764819837	192.313390158853	151.342140643162	412.001206509105	146.873839597055	144.073846958543	1675.70997287873	371.693555211158	502.28858814413	230.579773731112	360.27678457962	464.009297171639	416.66236923673	4722.28498024022
Paclitaxel_0.0001_72hr	662.987441014333	295.753413726571	143.738405733186	193.702688257993	725.968859702315	131.292979327453	881.578738974642	533.150374862183	176.066240628445	153.75105429989	804.089361631753	147.838477673649	145.291671719956	1845.01623649394	334.828722712238	388.306983737596	206.883993660419	521.539474641676	671.813655457552	515.193228500551	4647.40686521499
Alpelisib_1_72hr	702.048274019985	301.024596464258	147.796690622598	231.317071099155	750.627162951576	133.365583781706	1021.87489969254	492.499253266718	178.29803151422	155.225818985396	1052.00537509608	147.173810146042	147.585460799385	2782.22635741737	349.094094542659	365.715194850115	211.005126056879	553.215284780938	945.05579669485	494.645637970792	5621.6153754804
Neratinib_0.031623_72hr	830.973618443316	318.241021573604	153.233996615905	235.366603637902	632.836514805415	132.413457275804	966.500081218274	515.784388747885	179.756143824027	160.657153130288	532.559864213198	147.51443358714	147.950987309645	2836.50403384095	374.807589255499	271.262428510998	202.460572335025	515.823614213198	664.131055837564	517.149721235195	5059.72085109983
Alpelisib_3.1623_72hr	825.059982631579	307.118732105263	149.540005263158	273.767152631579	630.79864	132.047749473684	1166.37047736842	419.691709473684	182.952484736842	161.064472631579	284.333644210526	147.71536	148.311847368421	3448.37759157895	349.532999473684	323.99739631579	209.628611578947	345.445307894737	447.235878947368	391.303378421053	6281.83578052632
Neratinib_0.001_72hr	668.293542586751	305.181358307045	148.982479232387	232.136280231335	649.837907728707	133.992217402734	811.438149053628	407.142067297581	194.630708464774	158.068642744479	644.709293901157	147.27367639327	149.179251051525	3186.60285068349	312.420431650894	292.870599894848	210.595396424816	529.56440168244	862.788557045216	516.389441640379	5377.7567668244
Trametinib_0.01_72hr	794.499276198934	175.870720248668	143.794478685613	300.009325932504	581.320357904085	129.747499111901	1600.71772380107	432.965211367673	185.785689165187	170.919393428064	161.979490230906	149.314022202487	144.722345470693	4731.88879840142	720.447303730018	213.268129662522	205.269234458259	204.972976909414	224.814473357016	248.614261989343	8889.19476198934
Alpelisib_0.31623_72hr	655.940078838174	295.816924125667	148.369361292235	220.530294309425	581.247405157084	132.712887077653	769.225699466509	439.747448429164	184.199370480142	154.661281268524	761.674054238293	146.899686129223	146.738449318317	2917.85472791938	309.22022406639	305.522898636633	205.878438944873	529.104390634262	782.908179312389	482.509692056906	5914.99286870184
Vorinostat_0.1_72hr	579.790662331038	295.760511604183	148.470723539913	195.33945779138	553.720930374904	130.777052792655	711.94562331038	441.861389696506	180.9745151747	152.600705687325	1046.91471512369	148.329503442999	145.472363682734	1920.02812445805	305.21214103545	338.690446059679	201.626465697526	518.064889313951	992.812516194848	455.207928079572	5337.68455266514
Trametinib_0.0003_72hr	648.684305499496	261.873084006055	143.721668012109	187.895607719475	419.481014379415	126.018401866801	756.844253531786	581.704937436932	171.06570938446	150.044287588295	315.465666246216	145.648732088799	141.893385973764	1153.45091422805	309.171701059536	286.140957618567	192.133753531786	472.286037840565	337.373262613522	396.088875882947	4346.15414858729
Trametinib_0.001_72hr	649.536287689269	245.023154048716	144.873899605003	181.020811718236	482.998422317314	126.717555628703	811.574110269914	646.403323238973	172.121019091508	153.190155694536	583.915234364714	144.703658327847	142.54032883476	1430.61617511521	421.558623107307	250.076948979592	196.433956221198	458.333263001975	487.335643515471	419.053870967742	5359.00601119157
Palbociclib_3.1623_72hr	740.628500365764	204.626822238478	142.151128017557	273.536795171909	1004.89627724945	136.120714703731	1071.61506803219	684.623537673738	202.711835405999	161.091380395026	1528.77646671544	148.268637893197	156.674082662765	3265.50654718361	453.330885881492	603.159174103877	323.286405267008	396.93310607169	1241.6670987564	350.300469641551	7819.44686247257
Trametinib_0.0031623_72hr	729.378020226936	226.277562407499	149.954581154415	230.442374444993	600.345975333004	129.503561914159	1080.55087913172	613.386310804144	186.692695115935	167.140270350271	423.752884065121	146.726373951653	145.270842131228	2468.7270902812	625.587125801677	219.106603354711	209.709230389739	453.746808584114	382.77277651702	398.863411445486	7316.62672668969
Etoposide_0.01_72hr	614.828386329866	292.966301386825	146.845112679544	217.636468548787	644.645007677068	133.485540861813	667.307150817236	454.69869440317	198.020520307083	154.975168647845	1030.13046681525	147.644741703814	148.535395245171	2304.18774517088	304.136446260525	302.504602030708	206.875370480436	579.188904408123	893.030193660228	540.023307825656	5453.03913521545
Palbociclib_0.031623_72hr	673.557510208984	313.950361758347	146.922647129474	233.280623108335	641.325475378333	133.247909440307	799.841280326688	425.781533989911	194.98586139803	157.196028825366	546.305990391545	148.708558251261	148.828793898631	2506.35980735047	305.681562094643	289.020312755225	206.026663223637	513.239616382417	734.42775042037	541.997625030026	5495.52972687965
DMSO_0_72hr	609.74729285799	271.619316348321	147.536588385336	215.300221793807	497.02084238937	129.122665678016	554.526484102503	388.714060564717	186.931957053031	152.539412504449	525.897132340728	146.278994424012	144.822192668169	2250.742616028	276.225407877566	279.960670542176	195.163513050184	467.041646458655	607.359451002491	407.51529048523	5792.097838415
Etoposide_1_72hr	822.199045133991	246.129724964739	146.946929478138	362.010382228491	1020.64318758815	144.274751763047	1091.19788011284	736.491791255289	605.478682651622	178.07133145275	540.1453977433	203.273064880113	163.819954866008	4519.27799858956	472.516473906911	447.664516220028	318.743339915374	341.377379407616	757.95332157969	760.16608180536	8191.33679971791
Alpelisib_0.031623_72hr	610.52130039434	299.54841243331	151.761102064486	221.733742055208	541.862656692183	132.622633959638	633.829216655068	443.700336812804	187.723770354906	155.384024124333	703.644260960334	148.986204592902	147.764380886105	2667.06691718859	297.13892809093	291.329162607284	202.620871955463	518.638543261424	820.973355833913	511.546314312225	5494.74000835073
Vorinostat_0.031623_72hr	621.38610662692	307.067872506306	154.213555606512	209.176326989223	512.89669296033	129.285581288695	621.842561568448	489.677968355882	183.079135060766	152.038972483375	570.13617266682	146.569727356111	145.236434074754	1732.26334716808	291.644157303371	317.263091492777	200.09230703967	536.059683100206	578.12363700986	451.53277046549	5460.33139853245
Trametinib_0.31623_72hr	584.529636167922	150.192977395048	140.593405812702	199.513717976319	468.981972012917	128.408145317546	1164.05134768568	653.052426264801	172.661680301399	172.971497308934	160.695479009688	147.840002152853	144.21490204521	2858.47236813778	910.992130247578	226.108517761033	199.157151776103	185.464313240043	201.047724434876	185.41374919268	10088.793138859
Neratinib_0.31623_72hr	819.305570675106	152.614843881857	161.595451476793	224.881547468354	552.858783755274	129.361143459916	1413.88780274262	721.041393459916	172.375705696203	204.447867088608	155.860666666667	149.351018987342	143.813715189873	3619.95576160338	659.23032278481	228.576489451477	201.021268987342	194.942299578059	196.540555907173	203.032478902954	10639.2986466245
Dasatinib_3.1623_72hr	966.095237467018	209.927263852243	179.0342823219	251.05844591029	1982.34482849604	166.999327176781	2732.59851978892	1178.8320817942	204.096274406332	297.582730870712	300.602683377309	175.567329815303	160.174918205805	9349.97626121372	1042.02178364116	374.796472295514	302.843693931398	273.326411609499	506.721670184697	358.742601583113	21153.1593456464
Palbociclib_10_72hr	660.658979560939	186.475322482967	141.654900832703	267.737560181681	923.771741862226	135.990178652536	940.20949659349	559.181048448145	194.890538228615	159.42417335352	1419.84857380772	149.18510673732	157.196401211204	3499.94871006813	468.301420893263	579.698822104466	321.638677517033	340.416218016654	1237.22511960636	313.137922028766	9347.05473656321
Palbociclib_0.1_72hr	699.850945310203	268.520884739782	143.294423992943	245.129461628933	574.011739194355	130.666269038518	633.395301087915	476.410642752132	194.363967656572	154.508946192296	778.225773890032	147.540111731844	147.041990591003	2150.95104381064	312.166859159071	341.877687444869	224.859961187886	501.175359012055	670.050709203176	387.570005880623	6544.55054454572
Paclitaxel_0.0031623_72hr	1016.51095130748	178.267313796213	144.274010820559	323.772231740307	800.796356176736	130.681021641118	1159.10942741208	1086.17340667268	438.315843101894	179.18442380523	480.10261496844	155.811574391344	150.9203877367	3770.64700270514	506.507182146078	419.063508566276	248.983783588819	332.630727682597	554.70157348963	352.838635707845	9460.15969431921
Etoposide_0.031623_72hr	589.409284961812	256.830973136687	143.838664208586	217.457510666315	550.513542270213	132.021678957071	584.564929154596	418.978084013695	210.607719778773	153.046591519621	845.527147748222	147.962779562813	148.607355807216	2519.98974953911	287.454060047406	298.425341322096	211.612377403213	510.178790360811	956.52715169871	452.178041875165	5896.75783803002
Etoposide_3.1623_72hr	765.812501760563	269.85026584507	142.014977112676	295.336669014085	621.779406690141	133.917871478873	1060.97993133803	852.806047535211	781.155908450704	166.98073415493	278.40110915493	249.044985915493	148.727478873239	4160.29699647887	411.471899647887	417.960066901408	250.039485915493	303.779626760563	386.135413732394	619.206089788732	9515.49627288732
Vorinostat_1_72hr	830.502287693127	236.489537027171	145.317252530634	288.381199254129	413.820000532765	128.28815610016	667.326166755461	346.751920618007	232.466815130527	156.298194992009	246.264396377198	148.400808204582	148.667077250932	2726.50095418221	296.835829515184	312.599687266915	213.511786361215	276.934506126798	340.006549280767	282.359013319126	5945.45854714971
Alpelisib_0.01_72hr	651.247107477654	267.793310660562	143.614642685851	209.346947678221	449.727692827556	127.615354044038	591.407141486811	476.118775452365	188.910647264007	150.763487682581	457.914409199913	145.513879223894	143.503596904295	1687.77513080445	283.453060606061	313.380293001962	200.03409941138	480.368819053848	423.858780466536	356.879770438195	6020.76606409418
Alpelisib_10_72hr	805.817803069054	206.448593350384	139.756539641944	231.894711849957	449.57262915601	126.650625745951	851.206945439045	519.628590792839	169.506873827792	151.678600170503	242.879506393862	145.735737425405	142.784870417732	2353.3602344416	361.275274509804	324.149387894288	191.774294117647	311.972726342711	277.352079283887	248.058393009378	8121.80040409207
Palbociclib_0.31623_72hr	651.703155436014	255.349876840317	139.266294450736	209.81576189128	504.214992638732	131.99210419026	547.9182599094	513.309804360136	184.776818799547	152.627721687429	700.957167610419	146.006086636467	145.311089750849	1663.98549178935	304.24432984145	360.462036240091	221.860798414496	470.094479898075	508.645067667044	341.121610702152	6286.10885277463
Neratinib_0.0032_72hr	582.062505011565	254.85265998458	147.914281804163	192.556671356978	461.325177525058	127.662901310717	456.30074460293	498.086849845798	179.999005589823	152.898617771781	893.001486314572	145.644680416345	143.480070932922	1513.50934348497	279.690415574402	290.474383770239	194.909855242868	501.956876638396	543.713255589823	381.526335774865	5413.8830190825
Vorinostat_3.1623_72hr	655.174141942369	151.398370330843	132.160318036286	329.251271077908	337.929805763074	125.159350053362	604.114139807898	315.806893276414	234.876566702241	154.898076840982	209.765740661686	149.727715048026	148.261007470651	1815.36475026681	294.380264674493	241.4616339381	191.243282817503	172.298628601921	236.037020277481	202.675487726788	5941.07444610459
Dasatinib_0.31623_72hr	1305.76717040359	221.661594170404	160.066302690583	330.768531390135	589.336272421525	131.670781390135	1952.91529596413	875.582169282511	219.150590807175	220.278701793722	227.167348654709	151.565883408072	144.577988789238	3858.63975560538	856.111461883408	382.198243273543	264.62965470852	323.573206278027	269.223385650224	214.999760089686	15295.1924663677
Dasatinib_0.01_72hr	561.750408108108	259.690653153153	147.944577702703	200.005362162162	612.679724324324	130.221113288288	594.443370720721	418.756802477477	176.121645495495	154.209448423423	1166.72048040541	146.917820045045	144.514520945946	2457.33006621622	345.648251351351	302.125623873874	196.032601801802	529.546128378378	1102.90249504505	437.463923423423	6822.42579054054
Paclitaxel_0.01_72hr	1272.61576626016	181.107319105691	164.304077235772	373.691052845528	1075.9798800813	139.458392276423	1436.87263211382	1521.9729898374	470.781721544715	202.736678861789	480.890991869919	165.979473577236	156.918926829268	7547.33138617886	666.514961382114	467.262048780488	291.73818902439	323.589717479675	727.041402439024	411.160026422764	14287.7632113821
Palbociclib_0.01_72hr	647.97913829548	271.706811783225	146.586369237688	216.456830447493	433.911921520126	128.108642230717	539.255229592984	394.100120305824	183.126331909152	153.299927366764	402.503382280189	145.115350123679	144.400816505509	2349.19259995503	268.126062514054	288.348539914549	191.521510006746	429.574557004722	553.730333932989	374.599541038903	5336.38525230492
Neratinib_1_72hr	735.883480427046	148.384807829181	137.569215895611	216.021766310795	413.030506524318	126.155580071174	1051.47315065243	459.045454329775	171.127126927639	165.999806642942	148.512556346382	148.12262633452	142.201995255042	2919.80074970344	543.331599051008	208.782798339265	185.828153024911	177.488391459075	179.697997627521	171.167488730724	10300.2218161329
Trametinib_0.1_72hr	617.914251097454	146.464826163301	138.80676119403	210.354215978929	485.332801580334	127.328397717296	785.001968393328	448.134933274802	171.151253731343	170.730825285338	152.615296751536	145.801825285338	142.010949078139	3144.2648928885	815.924405618964	205.83332572432	190.815324846356	178.610653204565	191.370776119403	174.241932396839	9828.04854258121
Vorinostat_10_72hr	720.061397631134	141.739480541455	137.383077834179	301.637839255499	440.29410998308	126.119510998308	794.528839255499	368.242544839256	236.566692047377	163.957568527919	149.748150592217	150.75134179357	145.762585448393	2781.64218950931	424.077446700508	230.870055837563	180.885480541455	170.48051607445	183.881565143824	214.460020304569	8977.65960406091
Alpelisib_0.1_72hr	616.71585931921	252.548443941919	142.426300166627	209.756938109974	417.795838133778	126.395997381576	476.917757914782	430.502547488693	181.536067126875	150.205591287789	430.411009759581	145.149874791716	142.3703444418	1642.83993239705	277.389953106403	297.763114972626	192.55765389193	447.372509402523	408.761130921209	307.256204237086	5906.42726327065
Etoposide_0.31623_72hr	779.807858580775	181.675254151988	142.187154504278	287.755261701057	551.89147408153	128.937492199295	644.328153497735	591.224816305989	330.062871665828	155.253184197282	385.479150478108	148.032328636135	148.365583291394	2629.60722093608	329.242375440362	420.914050327126	241.403341721188	295.85411172622	522.50103975843	290.413895319577	7519.61834776044
Trametinib_0.031623_72hr	633.537214807091	144.593556830031	134.899493222106	232.370890510949	457.935412930136	125.213915537018	823.458173096976	405.148551616267	167.292039624609	158.299437956204	150.965811261731	145.247562043796	141.519038581856	3027.55808654849	716.831531803962	197.5797455683	179.560030239833	173.859912408759	180.402683003128	164.844421272158	9401.46478623566
Neratinib_0.1_72hr	818.340050065019	193.241382314694	143.146113784135	233.840829648895	398.4825526658	124.298644343303	920.048863459038	461.823641742523	166.407239921977	152.687363459038	162.020488946684	145.157641742523	142.297473992198	2880.44159752926	425.787841352406	242.939675552666	187.721527308192	194.83028023407	214.140453836151	208.045268530559	9150.83870806242
Paclitaxel_0.00032_72hr	587.803963941714	251.299912571005	149.850798962707	212.990633242776	380.743563348975	128.50459990121	501.456521610274	373.019870832304	180.563437638923	150.320382563596	439.718421585577	145.802208199555	144.239814028155	2506.7241126204	265.794095579155	267.025758705853	193.597197332675	375.3813941714	571.551341812793	349.775175104964	5561.5649552976
Etoposide_10_72hr	738.419433760684	153.200628205128	136.421192307692	319.105677350427	394.818512820513	134.637967948718	1044.0737991453	624.153792735043	429.090519230769	155.436252136752	164.948677350427	183.482386752137	148.788258547009	3213.89462820513	342.058314102564	473.730405982906	222.785955128205	182.28972008547	215.991482905983	223.653527777778	8845.30382905983
