RP-Ap32;ratIgG(H+L)	Rb(pS807;pS811);Rb(pS807);Rb(pS811)	H3(pS10)	E2F-1	FOXO1a	c-Myc	Actin	p53;mouseIgG(H+L)/goat	p21	p27Kip1	S6(pS235;pS236)	H2A.X(pS139)	Cyclin-E1	HCSCellMaskDeepRedReagent	FOXO3a;rabbitIgG(H+L)/goat/highlycross-adsorbed	ERK-1(pT202;pY204);ERK-1(pT202);ERK-2(pT185;pY187);ERK-2(pT185)	Cyclin-D1	KI-67	EGFR	PCNA	MitoTrackerGreenReagent
Trametinib_0.001_48hr	755.171367537099	314.139501898079	245.857815828828	260.849340963994	1633.1211052571	198.591836420108	1913.81371298746	616.329721269987	224.125280685609	249.356365926608	1199.44905889796	193.192917519844	196.139083400437	1765.03639249971	939.285899229265	430.637653054181	339.324389163695	844.275293799609	2396.55003220982	993.905890946739	7497.76928080064
Trametinib_0.01_48hr	1199.03787636573	285.033676825762	239.670661299597	380.387912018401	2367.15863254744	217.23384186314	3492.24413571018	763.157575618171	237.124173663025	260.08261587119	334.451133410006	199.111591144336	198.344880391029	4710.66808740656	1706.85253939045	503.103986198965	454.486154111558	457.628450258769	804.348319723979	730.776619896492	12165.6418464635
Paclitaxel_0.031623_48hr	850.607534140969	219.148103524229	204.458176211454	344.805773127753	740.825721365639	196.364690528634	1076.70209471366	626.290781938326	285.885827092511	227.10570154185	243.959442731278	206.572267621145	193.569205947137	1427.19964537445	599.113327092511	429.410102422907	359.141255506608	312.264919603524	461.19686123348	359.693296255507	3028.53105396476
Alpelisib_1_48hr	806.280195382883	404.753963063063	246.959260247748	269.952614189189	1664.10504380631	203.142130518018	1646.39132691441	610.832077027027	232.169196959459	212.062189076577	885.822703490991	196.127955405405	196.440983333333	1910.76019132883	700.879759797297	558.043103716216	342.290406531532	976.172686824324	1736.90309222973	1036.99254301802	6996.73720912162
Neratinib_0.1_48hr	1335.11465174825	377.162036643357	245.543678881119	330.013553566434	2204.10309622378	219.525591608392	2846.21350769231	834.625681958042	257.896581818182	268.27644	739.990064335664	202.69662013986	201.571251188811	3476.94410825175	1281.01871944056	621.501665454545	446.763012027972	752.976594125874	1820.29815776224	1107.39810461538	11063.0307004196
Dasatinib_0.031623_48hr	849.081826449072	329.300973663478	257.669644006753	323.03141778278	2649.14335633089	229.959698705684	2116.55615576815	694.20924592009	227.721226336522	279.923345075971	1427.52655239167	200.873336634778	207.661802476083	3136.6954585256	1015.62623061339	660.789626449071	398.517814969049	818.33941328081	3113.5063929094	1333.00511266179	10066.9635786156
Vorinostat_0.01_48hr	819.027977572033	438.649212068002	276.491298587278	265.90723649134	1881.34980804533	212.34032787932	1484.45461098252	672.766015085003	248.389207438742	218.834167212068	1196.45687756405	197.133156676511	198.915686407535	2497.52799832389	803.525757602363	557.420058264826	338.661858009418	977.764300742278	2178.04885553516	1195.71147753213	7294.4163590071
DMSO_0_48hr	733.579795017849	361.644819109299	256.187703314281	252.896928271853	1698.71891424614	209.902110137916	1293.98584456626	652.801640930106	241.499807736574	214.55777666153	1163.27308924565	194.585983867507	197.015318221719	2141.60416356827	795.986228956557	545.998054503248	331.891925131186	877.002991085188	2154.42520662076	971.901984628289	7683.27394218052
Alpelisib_3.1623_48hr	808.936933249546	332.623412651864	265.001987711214	261.76588884234	1481.79379681609	208.304909230554	1588.68409509845	592.800095936322	216.743239072755	206.053751012428	752.800848205558	194.797497975143	196.328211562631	2138.40247339757	720.742193688032	611.539078899595	339.201780617232	742.131823348694	1401.03195712889	837.047318530931	7708.02628375925
Neratinib_0.31623_48hr	1773.32028908297	296.937747598253	249.418932751092	355.691927510917	1713.11206637555	212.940671615721	3237.68235545852	953.302294323144	250.466267248908	272.749962445415	221.24164628821	215.431316157205	197.011737991266	4979.23559737991	1908.71042969432	612.59323231441	475.643355458515	415.877417467249	497.856687336245	474.823017467249	18224.4580943231
Paclitaxel_0.00032_48hr	725.769741417776	383.415598128823	255.821859805686	252.140565527168	1887.81929679741	209.014117668226	1417.38162094279	689.566461964735	243.31920043181	227.501555883411	1453.7906934149	197.920794890248	199.042368621806	1927.75230284275	843.697364087801	572.038729614969	336.056230154732	948.990181935948	2579.82045534365	1160.32261669665	7799.86055825837
Neratinib_0.0032_48hr	649.905627965468	313.532271905377	243.12002175243	246.025855958127	1830.06993528652	209.361383250629	1332.30155346339	687.705694582285	230.582827611991	236.970917748623	1405.3890669567	196.943310719869	199.866343008633	1930.03668574536	901.258517979743	598.050497382911	330.516826592346	853.87036612059	2692.65506253824	1143.17534776698	7742.92412562028
Dasatinib_0.31623_48hr	2953.68173580786	670.470349344978	371.452909024745	762.896592430859	3922.00022634643	274.739065502183	4289.16217467249	1534.44132605531	373.434103347889	540.145588791849	749.725642649199	236.342145560408	220.435975254731	6879.31335007278	2207.06371106259	1075.44719650655	792.470298398836	1264.71170232897	1803.54711863173	1524.75645050946	19599.0591426492
Trametinib_0.31623_48hr	1248.88252922591	258.21179699842	235.408199842022	356.688616113744	1957.73875434439	214.095755924171	2968.02448025276	652.322157977883	236.237011848341	266.353874407583	214.011424960506	204.367981832543	198.868482622433	4980.61854344392	1872.18134281201	469.830444707741	416.458206951027	373.066083728278	474.855979462875	420.336574249605	14656.3814518167
Alpelisib_0.01_48hr	697.438862520115	366.453012873435	258.735445672707	269.327093262436	2136.30073644441	218.507879521444	1397.41633009165	651.253743580774	247.404569859372	249.821977121668	1399.69715525082	204.582026446512	206.43344994053	1925.21273903309	835.112387672287	592.668434758273	334.374884279018	950.664420555517	2793.95964612048	1208.39534499405	8466.59209361226
Palbociclib_0.031623_48hr	677.260289941242	392.279013080582	259.159600657527	254.430035954113	2102.66835576385	217.139500279799	1370.57664808338	656.664704602686	244.038194879687	225.660337227196	1535.39337940683	201.179772243984	204.078018326805	2244.77433296027	887.082598279239	591.687666689983	334.561401161164	985.876566871852	2897.43119550923	1313.29644837717	8180.40976804701
Palbociclib_3.1623_48hr	948.825778474661	327.455742097341	316.601144004014	379.960729553437	2604.80482162569	232.505456848971	1778.45111590567	611.288719016558	251.008024084295	216.06384370296	1782.02741394882	203.84091921726	215.673908178625	3543.15438208731	926.77505469142	838.734581033618	557.743534872052	881.654037380833	3969.87430331159	860.956130958354	9092.35947867536
Dasatinib_3.1623_48hr	1934.12682867784	259.911225325885	221.867175046555	529.567331471136	296.944899441341	194.668836126629	1472.08477653631	680.665620111732	234.799065176909	246.56052886406	199.013851024209	222.618852886406	190.888880819367	1681.11248230912	939.624260707635	442.458793296089	382.046938547486	341.020716945996	330.879216014898	307.605337057728	3723.71615456238
Palbociclib_0.31623_48hr	839.209785599007	395.176496089385	277.160951582868	286.486312104283	1850.27030130354	212.91704494103	1330.21199913097	627.783149844817	253.748673494724	202.522706393544	1563.88400111732	195.321982619491	204.239949224084	2414.23127883302	793.495136933582	663.310980509001	392.449452762259	854.860469646183	2420.51759726878	835.334915704531	7434.67791570453
Vorinostat_0.31623_48hr	904.595724137931	469.996317523832	270.811261033306	280.814085324232	1526.80089737554	205.991042014829	1233.99179133812	560.847381781805	257.769299399788	201.103436624691	1581.22845533718	201.632340237731	200.660175473697	1973.69000882664	714.703032952807	632.108211957161	347.865612922208	823.55339143227	2473.62566470519	827.217231964223	7643.78544968813
Etoposide_0.31623_48hr	1427.66909071004	316.85094119487	220.185725993119	439.589201438849	1375.11926931498	205.585397560213	1465.04387144198	1119.63536315296	517.01247544573	214.404751016578	528.831762589928	200.117743196747	201.78046574914	2342.77320206444	785.800095714733	758.592184548014	511.246896465436	723.154061933062	1033.31740068815	613.043838285893	9520.63364153894
Palbociclib_10_48hr	1794.72207559122	356.209580236486	232.626953969595	469.971834881757	1811.80625760135	215.260706081081	1632.93272128378	743.77955785473	304.568802364865	214.987192567568	677.589535472973	197.200536739865	206.149027449324	3097.97873944257	934.691328125	990.008491976351	639.591012668919	791.34798902027	1414.89542778716	568.781749577703	10887.7895367399
Vorinostat_0.031623_48hr	733.944727128623	404.503657986111	243.60013745471	243.245067481884	1791.7232924215	211.434970108696	1244.61452521135	650.33263745471	246.462631793478	209.557383378623	1138.28964794686	196.403185235507	199.524475694444	2264.25403366546	796.463730525362	612.483227204106	327.44528955314	907.522637001812	2226.53000656703	1012.28597735507	8132.50845418176
Alpelisib_0.31623_48hr	916.118274678546	397.814155006581	240.479683000911	258.221757922446	1075.79205770983	196.22625665688	1449.61504890149	668.220714285714	237.788073099119	204.643884985319	492.540809152577	189.896007694644	189.980143363369	1547.07418183659	685.977221524754	528.298383112281	319.450373493976	874.833609193075	777.88759177888	759.987936822922	8411.36415612028
Dasatinib_1_48hr	4413.67150507614	529.613843908629	312.819461928934	918.116233502538	2289.89128680203	249.598135786802	4516.99495177665	1852.27726269036	408.338979695431	551.57523857868	435.036110406091	222.233817258883	208.643365482233	5716.9746319797	2329.33035025381	1021.75612690355	828.073696700508	893.538187817259	1040.63268654822	897.069418781726	21932.2133286802
Vorinostat_0.1_48hr	893.124437220345	418.082005387636	255.7509602776	280.666607524427	1323.90275846955	204.73964012419	1208.72081791617	584.043888503333	235.259366815816	193.78354743859	501.044410099534	193.699486348279	195.697457583782	2748.45264103735	613.45342763218	527.992402611634	321.017009314218	745.674134782212	1323.11215861565	829.938996986577	6626.35844781299
Dasatinib_0.01_48hr	1104.13738083393	400.019694859038	249.465800284293	279.411939113954	1396.61946363421	203.294342335939	1390.8199479981	720.641314143568	239.84884790334	209.454166548211	600.123408315565	191.336884269131	198.170225894338	2381.75819936034	802.774331911869	558.583975124378	344.947103293058	922.821151978204	964.582100094764	796.376237976783	8668.86406515044
Alpelisib_0.1_48hr	939.007688024186	374.113133801443	231.379773454262	244.522968207529	1058.26518110006	194.302074019895	1201.82236873415	677.499461966062	242.619805246733	197.430257558026	404.903677979325	188.683907645797	189.657670762629	1558.49249356349	665.229698556661	546.65258991613	322.725163936025	789.969404525063	719.851217183538	653.627224985372	7589.52415486639
Palbociclib_0.01_48hr	921.309421395525	403.200104522708	244.054511566424	251.253513265981	1337.46692342555	200.119023038429	1129.70766490416	723.350721367199	275.159327164574	224.150824568029	920.169489661033	191.912748087999	192.043970446606	1838.97343197054	731.642856481919	531.078096119347	329.690119157775	932.432374563308	1176.1615954112	839.862133698423	7532.51317656501
Etoposide_0.01_48hr	764.042273843416	382.224561032028	254.876686209964	245.617584786477	1509.02719733096	206.145620551601	1213.90367624555	652.381806761566	254.589507562278	204.881472953737	1139.75255204626	194.5247	196.387550088968	1940.02100302491	731.725068950178	558.36115088968	330.556254715302	910.351003202847	2008.95062651246	936.977924822064	7842.18634866548
Paclitaxel_0.1_48hr	496.379402612827	227.28680760095	196.599872921615	242.09342280285	287.550385985748	196.142376484561	441.094929928741	386.452365795724	227.967342042755	196.297342042755	196.006445368171	197.790526128266	193.505542755344	547.99908432304	378.868606888361	353.937986935867	300.773178147268	291.12170783848	305.69982304038	296.147277909739	1250.45056057007
Etoposide_0.1_48hr	1062.85534776314	312.730252352686	226.04263428406	297.608856667149	1220.78752815984	198.26397567685	1374.72932908643	852.643118575358	325.484327928189	199.104624294194	844.091934848704	191.888275083249	193.261221659186	1696.85663631099	712.838750832489	625.250155494426	365.406312871	760.984190531345	1188.42476588968	638.866581004778	8518.23411162589
Paclitaxel_0.01_48hr	2548.95260801394	239.608022648084	230.145707317073	668.045085365854	1365.47235017422	204.066860627178	2200.32311672474	1693.91681184669	441.011472125436	230.342848432056	251.53537630662	213.375728222997	196.193149825784	3478.81355052265	1117.79544076655	743.999466898955	415.064555749129	342.377839721254	580.929289198606	386.957386759582	12139.5651689895
Vorinostat_1_48hr	925.0289543365	321.092444069874	240.173163959546	339.773094698131	1579.74410235979	205.535133925835	1707.54024272142	448.720056696292	292.165554397793	200.668670855041	760.475083665339	203.457346307079	202.435073858412	3393.15553447747	812.676764940239	719.643347226479	386.554931657983	486.152228317499	1779.36486147717	593.159420165492	11103.5011391358
Etoposide_0.031623_72hr	2467.91431127065	1277.4321315893	425.428526652242	1332.2314472856	3861.68314860346	587.564109461054	1595.32087214791	1515.7506120181	694.030385916601	1145.32939693155	853.737571793863	564.281937057435	438.698509244689	3395.14433064516	621.297671321794	433.675102871755	825.90224036192	4068.43173623131	1626.68559470889	9082.76146420142	4554.79626858773
Neratinib_0.01_72hr	1664.70311897194	1290.52781028063	455.846395786032	887.639140677504	3251.71097348106	500.407727272727	1614.36408091908	1096.56255253837	423.41123185905	932.349882844428	1074.27734801562	525.521591681046	375.927618109164	3041.35763509218	582.464182363091	440.109886749614	643.371523385705	4319.17015112161	2039.27540386886	8909.41180973572	4645.03747080193
Paclitaxel_0.0031623_72hr	5602.60992222222	584.846611111111	296.01432	2884.29641555556	5211.13120222222	295.471188888889	5716.57978666667	3995.76748888889	2027.15995777778	1377.77393111111	818.492846666667	434.884788888889	308.258351111111	6068.32266222222	1922.54087777778	1073.79623333333	1728.46748888889	1529.71393111111	1782.52262444444	2812.27560444444	9978.17830666667
Alpelisib_0.031623_72hr	1841.77231398744	1626.1967029992	452.980599044501	753.903831018314	2644.08792099443	385.120297708573	1578.38887251172	1275.86279173671	504.535089533752	792.33997328143	974.659271078475	441.091016278864	328.420504821729	2612.45828921525	588.922497036185	420.171145713527	643.326253472529	5574.40427665222	1743.8193258427	8108.87864611165	4451.45452003893
Vorinostat_3.1623_72hr	2636.63267183099	809.543447887324	270.992167605634	2668.94587183099	2756.53880140845	275.324025352113	2910.64165070423	1029.60662535211	1067.92715774648	994.219530985916	385.889677464789	587.550674647887	440.415735211268	4522.15234084507	772.016549295775	456.109553521127	1310.16746056338	888.65521971831	750.259290140845	3641.31101830986	5776.8056028169
Trametinib_0.031623_72hr	2006.43372949309	225.684647465438	199.656251612903	416.845190322581	428.734498617512	213.397896313364	1517.27295115207	684.025981105991	255.541941935484	385.269003686636	202.811885714286	201.625587096774	193.3631359447	1433.12603778802	842.64841797235	344.354113364055	338.463368202765	308.08737281106	305.945128110599	301.715434562212	2397.80628294931
Dasatinib_10_72hr	654.185467918623	232.094222222222	221.986525821596	273.473129890454	437.882073552426	253.259009389671	960.160508607199	388.779266040689	215.014389671361	302.909244131455	209.908943661972	222.840284820031	201.61538028169	639.658289514867	606.303186228482	372.854536776213	335.45751486698	322.388040688576	312.494159624413	288.698378716745	1562.93810798122
Trametinib_0.0031623_72hr	1963.45562460345	595.145241452238	316.220295734931	1323.51815015862	2651.02846246035	344.602310539302	3604.6472023264	1023.58686640818	370.647610856539	1418.93003031371	468.546592174833	328.815	320.580408530137	5178.17396439901	883.307377863941	373.705792738809	926.030568910821	2873.78261191399	1022.87994148749	6795.38787592527	8401.96738103631
Palbociclib_1_72hr	2576.26374828254	1688.39879778052	436.212741236569	1329.67027250308	3782.75076853972	540.372247666021	1722.92388708825	1279.29700281839	565.232831248899	786.122117139334	865.85623093183	441.209733662145	509.595674652105	3877.68408402325	590.072566672538	548.186373612824	1345.06061951735	4875.00152791968	1961.92244724326	8567.90034719042	5464.48699806236
Dasatinib_0.1_72hr	4519.67279509537	1692.51998637602	448.963524250681	1009.94606675749	5844.31933351499	496.508022070845	3377.01379182561	1812.16700054496	454.617223705722	1050.56538419619	1023.3037893733	443.852304904632	349.823650408719	7837.68119346049	1352.77862425068	767.394902179837	927.002782833787	3454.7982280654	2554.11824632153	7561.41551716621	11015.5267809264
Vorinostat_10_72hr	609.388876794258	199.369254485646	192.29579007177	333.594571471292	576.023977870813	192.51091895933	749.458409688995	284.694500598086	230.596881578947	260.159847787081	191.016140849282	232.169600478469	214.651255083732	1205.74891477273	437.318150717703	323.793432416268	297.154861543062	284.915444677034	299.231103169856	551.182763755981	1881.79279575359
Neratinib_1_72hr	2101.70499224806	255.529831395349	217.576879844961	732.028406976744	1872.22180232558	226.948978682171	4244.83050387597	927.946201550388	262.205918604651	751.370503875969	202.189098837209	336.428110465116	197.267513565891	4828.74058139535	1342.28088953488	470.375480620155	441.56255620155	360.459329457364	389.579963178295	768.179641472868	13109.708125969
Etoposide_10_72hr	625.887209920283	220.945801151461	193.838096545616	776.564822852082	777.977930912312	200.919887068202	919.743237378211	510.913889725421	437.722517714792	348.772136846767	207.115253764393	412.56554340124	235.814192648361	977.067988042515	418.034139946856	426.769546944198	658.554941541187	333.609662976085	333.131895039858	624.149358281665	2133.23575243578
Etoposide_3.1623_72hr	2030.33706813996	401.754355432781	226.35352854512	3322.6677053407	3341.03923756906	328.022661141805	3220.58813075506	1258.12191712707	1121.53065009208	1157.56765930018	499.359583793738	1515.59383609576	427.341721915285	4342.00565745856	804.539458563536	769.71608839779	2017.14041804788	1005.16095948435	1049.5379558011	4466.04824309392	9385.24509023941
Etoposide_1_72hr	2547.68685171569	526.510828431373	238.85499754902	2818.2577879902	4682.47039215686	400.457120098039	2793.51230392157	1683.62470588235	1339.15636642157	963.29331127451	570.031276960784	800.400145833333	555.730301470588	5288.09094852941	944.97681004902	817.811964460784	2148.76788235294	1213.66903063725	1400.54535906863	5227.03809436275	9304.08329656863
Paclitaxel_0.001_72hr	3646.0466754029	1827.48363258994	388.042901676705	933.45064626404	3037.62746312876	376.484695425688	1720.20440013023	2107.25247957024	826.698908676542	580.302073416897	1018.38504867329	372.79238954908	349.238085788703	3524.11995686147	736.657609799772	546.737257528895	919.676176623799	5677.70841022302	1953.10587872375	6229.49193879212	6517.91247257041
Alpelisib_10_72hr	2555.25295506536	1039.48681454248	397.823446895425	1140.02993055556	2413.00321691176	325.652582924837	2201.49980678105	1149.59912336601	358.783180555556	618.343462418301	361.672329656863	342.411070261438	281.502832924837	3710.11716339869	850.836375816993	534.327930147059	668.346979166667	2708.05870424837	735.417462826797	4420.30869526144	6955.94109926471
Palbociclib_0.1_72hr	2806.078368635	2005.57618175011	446.879541292255	815.629050813008	2895.67739922978	417.843762409071	1389.81036617458	1564.38535793753	573.486557338468	572.523048138639	1001.13778615747	381.953417950364	394.512756739409	3215.10483376123	588.197124411639	472.965726679504	828.660493367565	5767.59243859649	1899.1847283911	7420.37018378263	5016.43520892169
Trametinib_0.1_72hr	3824.9387188755	266.462408634538	231.564802208835	1817.71594477912	2606.62609939759	241.082941767068	3717.59240461847	1391.89592871486	384.399142570281	1383.06645883534	227.009950803213	286.376791164659	225.399752008032	6157.37338253012	2079.96179518072	503.447789156627	525.805248995984	379.370423694779	479.212804216867	1242.84121586345	10032.9740662651
Trametinib_0.0003_72hr	1959.6147245755	1265.0136976447	430.524428701844	706.986013693628	2895.21192030309	539.489409987219	1258.59283056418	1167.761149717	429.677132554318	869.361352839146	918.034138488223	411.861632554318	362.9151467044	3263.60789665875	571.733405422677	412.615486306372	615.941519901406	3687.21398676283	1750.72064232244	7896.01194787292	4789.86443436188
Neratinib_0.001_72hr	3047.4073879913	1598.91254481902	389.252850007768	647.430145953084	2672.06459064782	455.212797343483	1145.92641626534	1824.94731078142	550.476652244835	625.107837657294	783.806476774895	350.290567578064	339.352968696598	2976.58870017089	656.844268370359	427.432629330433	563.990713453472	4482.28633175392	1379.84786437782	6638.0228779711	4413.81854784838
Neratinib_0.031623_72hr	3340.72414767473	1639.14147606745	428.521159369051	621.693644139244	2096.682402774	400.974879521349	1206.87948558608	1621.71033723144	437.951203562687	591.30802597226	677.344970492249	309.276406717433	308.691719608376	2917.47224449279	620.617937720968	430.802372450367	644.312729806908	4738.23519989122	1276.04769812347	6086.0883236334	4646.80617419092
Paclitaxel_0.0001_72hr	2163.37480272109	1643.22247141237	416.125665289926	529.310436022028	2296.08557167153	354.521241415614	1135.95047797214	1593.29569039521	522.34075016197	486.356888969874	860.365120181406	318.368809442825	310.078419825073	2435.43602453839	636.496500323939	445.652556851312	568.878243926142	5053.68290257532	1575.37001206673	6175.35333819242	4904.41615127956
Trametinib_0.001_72hr	2102.80165754055	1010.42515334177	424.594908547107	595.653262049925	1924.8134026228	356.249352582538	1233.64583653514	1142.26436362591	395.244159783734	697.131394225239	635.030217761417	276.822876567353	317.779938686299	2902.3346255608	611.600881053721	346.7027790176	637.043131024963	4496.75098078914	1355.87316553549	5969.61476601864	5025.69258702404
Trametinib_0.01_72hr	2797.31190684301	371.106319723979	253.376362852214	1113.97119838988	3333.08725301898	319.858518113859	2758.36524496837	1130.6099120184	340.041346751006	692.208139160437	279.150617021277	275.365339275446	281.597801035078	5947.82025186889	1247.23390109258	443.593404255319	675.531243818286	686.653289821737	644.095105807936	3170.34058251869	10271.4678746406
Paclitaxel_0.031623_72hr	1497.93725440529	244.493161894273	210.667177312775	586.830129955947	903.256371145374	203.697266519824	1266.25187995595	1199.36206828194	434.550302863436	280.809878854626	252.02022907489	232.296029735683	203.160192731278	1906.49501982379	695.676424008811	477.462245594714	448.353718061674	337.172457048458	494.159463656388	464.832015418502	3622.38726211454
Alpelisib_1_72hr	3224.96941711712	1802.89202027027	406.623565315315	613.076964752252	2055.64511554054	383.10933277027	1138.4889875	1673.85465168919	419.907957545045	387.088397184685	485.573591666667	297.430219707207	299.746395945946	2932.81956283784	643.616376801802	448.109069256757	568.629821396396	5454.3987420045	992.171578716216	5670.07615011261	5189.10503761261
Neratinib_0.1_72hr	3449.07170937063	1131.35024615385	302.120893426573	798.111259020979	2670.45504083916	405.712321678322	2106.48377174825	1638.26356027972	431.52307972028	727.85917034965	459.434788811189	298.915504055944	301.585881678322	4487.51237594406	1062.55344307692	534.357483356643	834.240925594406	2719.31635608392	1155.20878881119	5345.74272363636	8897.24211608392
Dasatinib_0.031623_72hr	1803.97222487338	891.827131007316	366.80812290377	766.403310523354	3327.88433821047	499.612987619584	1545.17578199212	1032.85393449634	370.208911873945	781.442488238604	841.228794710186	304.461819696117	352.444874620146	4480.73918919527	754.096359032077	538.463908384918	691.479313337085	3033.19039516038	1927.33789983118	6112.30436049522	7736.53823995498
Vorinostat_0.01_72hr	3518.45074355495	1876.97087205683	464.013191795036	553.600044536675	2207.57296528055	439.080359246548	1027.70474243754	2035.1457615931	524.914964721845	429.242886343683	658.182829435709	299.269664059382	318.882737329396	3552.35406257483	611.967536196025	438.726163061697	536.368548726953	4841.40888522627	1258.18048272009	6227.81057530529	5123.85686263868
DMSO_0_72hr	2456.36625316999	1302.04510703835	404.550038722641	485.013456400453	2029.0545150794	389.93582255862	884.156054523819	1560.84219704655	480.825534235886	397.786320022629	646.232161054972	262.139163532441	282.87273713472	3144.10619798291	603.545935858921	437.529475927588	500.97202976864	4045.16255169521	1265.34329050759	4743.41948851001	5221.35593047482
Alpelisib_3.1623_72hr	2312.58359181679	1292.59569613183	440.147413908672	633.988092584834	2028.30011339198	423.538564446306	1126.03646641531	1209.44425429409	324.149382628125	372.614154028767	438.237278313085	275.57664516129	286.71074947633	3323.49483130848	677.245674347158	496.656622538752	551.622559139785	3591.60639491691	873.873333891915	4750.75147521296	5643.07489596425
Neratinib_0.31623_72hr	3666.45575196507	372.544689956332	305.433761572052	859.914592139738	2110.35880524017	262.363980786026	2937.4678419214	1492.35673886463	311.290920524017	687.574900436681	215.557074235808	282.782496943231	214.569535371179	6303.80611790393	1784.00919912664	580.648156331878	657.131895196507	575.74851441048	468.525784279476	1481.46265764192	17579.3554
Paclitaxel_0.00032_72hr	1678.24495372436	1293.23416603095	408.615288449082	454.423878013674	2183.89768967254	383.379550269881	957.932430946384	1343.58903663188	458.801130838431	441.309793882692	798.734305001799	283.032357610651	298.616993306945	2958.84609010435	612.400982871536	453.517495501979	507.982030946384	3893.96819877654	1526.32003807125	5389.69938582224	5297.71877639439
Neratinib_0.0032_72hr	906.076545782068	805.449491468969	352.788786690232	419.788505608048	2143.7806445517	389.767185031609	899.581522058324	839.562799537761	392.489921283393	505.12909000068	768.47059520087	280.070160356196	302.096076541364	3182.40118156482	616.514123784923	466.015089660798	491.749831418666	2956.30829019101	1549.12733152063	5256.82273999048	5151.29463646251
Dasatinib_0.31623_72hr	6723.88051091703	1416.42583114993	455.546326055313	1616.46627001456	4449.18720669578	380.827668122271	4487.36022270742	2747.64723362445	646.234673216885	1020.2255349345	638.056335516739	315.751398835517	289.276832605531	8513.62662081514	2444.85176128093	1103.18010917031	1188.02263973799	2823.17717248908	1628.01362663755	3748.97284570597	21186.9764723435
Trametinib_0.31623_72hr	3440.87884518167	242.928844391785	224.073268562401	1089.73509399684	2457.46610663507	249.995477093207	2339.42465165877	1157.40846524487	300.561751184834	695.844569510269	206.404545023697	262.147647709321	233.826238546603	6024.89673301738	1474.30449131122	423.273936808847	459.932275671406	362.695917851501	434.139910742496	1143.11352369668	12758.7492006319
Alpelisib_0.01_72hr	1861.19776303085	1218.13239753726	414.279495487301	512.494338907157	2470.84302434758	421.166406142867	939.194091513328	1242.82862771986	477.840494367872	534.571421045267	788.228502133912	304.103803260337	321.283051073952	3000.75716707479	611.997828167634	473.143776394039	512.33381270552	4031.21443916603	1627.81203456237	5562.00654075422	5726.19253074932
Palbociclib_0.031623_72hr	1604.09681959989	1397.5339606883	393.194554141018	461.019901440962	2453.38278175714	432.214751189144	923.047492165641	1311.58222313934	466.288376678791	453.79299223559	832.746249020705	303.212971390599	315.936515039172	3418.45743676553	640.501913961947	464.540160954113	499.613416480134	3866.57684170397	1661.08735401511	5834.99221628427	5462.05076021265
Palbociclib_3.1623_72hr	3498.44723381836	1537.82271650778	491.909827897642	1607.73950928249	4221.28105745108	672.49438936277	1303.23111038635	1641.88241670848	625.463134972403	532.946559207225	870.797647014551	340.961381836428	533.696960361264	5437.03439739087	705.243321374812	649.550637481184	1724.71509784245	4179.17158830908	2097.65585148018	5628.7187676869	7137.7149187155
Dasatinib_3.1623_72hr	3248.87051769088	295.029975791434	234.739824953445	820.266165735568	366.419273743017	199.572346368715	2362.53404655493	940.70851396648	257.079823091248	284.843020484171	200.854487895717	233.274772811918	193.739841713222	2751.91782122905	1157.41883798883	490.877661080074	419.421195530726	359.490013035382	352.678728119181	328.210502793296	6539.4044264432
Palbociclib_0.31623_72hr	4304.35843935444	2110.23369795158	448.716977405338	743.960686405959	2483.34652948479	463.294979143389	956.734285909373	2173.12499441341	622.911155927995	355.400488764742	761.57945487275	275.674762880199	351.131143265053	3652.23806778399	589.295581750466	514.568458224705	858.1610761018	5420.46518634389	1315.14541489758	5229.73672004966	5471.00621787709
Vorinostat_0.31623_72hr	4679.19728327645	2604.93906555255	508.804310933271	718.582804401554	2056.72160621396	394.902245733788	798.932377898082	1941.64725561963	611.576196069201	320.565579616335	719.892413322349	327.080393079911	328.675615982111	3099.01750829705	547.781648228787	468.043593621278	653.63865128869	5295.78602412616	1284.3432497352	5083.97878239379	5339.3441579381
Etoposide_0.31623_72hr	7318.73857679074	1226.10519487019	332.823608070066	1301.55109602753	1767.60026556146	304.02921019706	1056.01756615577	5030.08863278073	2338.28187988739	383.210069752893	324.648407256803	280.389622145762	309.611110416015	3068.10253456365	633.99806850172	610.042932123866	1622.72117516422	4590.85407100407	648.426202377229	3075.98813543947	7632.06926806381
Palbociclib_10_72hr	9570.01446959459	1626.844890625	362.807602195946	1588.33542440878	2368.95271875	349.849073902027	1232.94541258446	2931.68379349662	888.65115160473	407.318055743243	385.559393158784	243.677534206081	348.447383868243	3841.61512964527	797.227125	813.538507601351	1975.54982432432	5325.46152913851	843.331609375	2766.25743285473	9148.62127280405
Vorinostat_0.031623_72hr	2274.68337492452	1541.8618062349	403.53971361715	432.688710824275	2118.53472607186	390.766340655193	819.359494640701	1541.01070433273	482.111699879227	345.152218825483	622.876072690217	271.823560386473	294.841707578502	3470.37141289251	598.115799894324	476.701778457126	490.277146512681	4251.10229264795	1276.43106838768	4756.20017927234	5391.81552611715
